Id,mean_exam_points
10000,54.36617654926633
10001,64.2672431405051
10002,51.07074864101046
10003,90.05980835608977
10004,89.99451901740458
10005,58.27445862230557
10006,48.78770613694527
10007,54.81126591581141
10008,52.01486737338553
10009,80.3940851425144
10010,52.479792742933114
10011,63.67407358559028
10012,50.11191283987527
10013,84.99845960175765
10014,64.30546981896497
10015,65.99388963632583
10016,90.78721232898485
10017,54.057551905140784
10018,54.18825523766747
10019,53.575591864687304
10020,79.94494274402582
10021,57.5945741842466
10022,71.57111760038309
10023,58.622193630650315
10024,58.23623194384569
10025,81.90117420219717
10026,60.19545918499606
10027,54.34670182322277
10028,60.37406348651199
10029,56.41233585968397
10030,70.2044799521331
10031,58.55272019671206
10032,53.06520677764166
10033,53.20719671582818
10034,52.504814293347515
10035,69.0068992223352
10036,53.77733951763877
10037,75.47189851439785
10038,61.77321834720373
10039,89.39398981251061
10040,91.4603202367828
10041,63.95806194566489
10042,52.77351810175897
10043,61.9515848915724
10044,60.75404636136598
10045,51.25234115980026
10046,54.31769260315519
10047,51.867626047843785
10048,63.771445917101175
10049,84.99845960175765
10050,53.46155403012677
10051,85.88651207204536
10052,54.43722086969111
10053,52.89948431563695
10054,54.97281162043542
10055,60.2720863209125
10056,70.6473296283674
10057,54.726880255632565
10058,61.80035394752652
10059,72.87066724686944
10060,64.6851387835153
10061,54.5742169244721
10062,58.622193630650315
10063,53.22785685634256
10064,56.746837089794695
10065,53.49685610176964
10066,47.560438894420024
10067,85.79533700859096
10068,59.90630926691407
10069,60.2720863209125
10070,57.41611923946209
10071,58.8308563753706
10072,55.13779597566126
10073,56.99762454223684
10074,70.55656740649466
10075,66.6830819161099
10076,68.65916421399046
10077,61.534376449289404
10078,62.825770554552186
10079,80.29267775237057
10080,59.55826034826567
10081,59.139794929799805
10082,84.94100215967276
10083,69.38656818688554
10084,58.61652166922552
10085,59.07661421811585
10086,84.1564457769048
10087,81.08326243694961
10088,46.01723178327863
10089,88.0689482014375
10090,55.18408831451388
10091,50.45964784822001
10092,54.226481916127355
10093,69.35898667669677
10094,70.10531638100487
10095,57.32474820112363
10096,89.20996263463663
10097,69.39092063290236
10098,85.79533700859096
10099,54.405286913485526
10100,86.99291773838885
10101,56.41233585968397
10102,59.52613083450428
10103,68.56210926986346
10104,58.61652166922552
10105,60.806582381949596
10106,54.84813658971981
10107,53.575591864687304
10108,59.930931483267294
10109,47.51447814729964
10110,59.48746104620351
10111,48.808740495359494
10112,69.35898667669677
10113,58.3285501047064
10114,53.92486956344708
10115,80.70359347239928
10116,47.86221315564438
10117,82.48871656946935
10118,52.15707928500277
10119,59.07661421811585
10120,64.6851387835153
10121,50.461756475221236
10122,84.94100215967276
10123,56.00142013965527
10124,52.551749307292205
10125,74.16182347021086
10126,49.643844709973685
10127,63.67407358559028
10128,56.0137833633121
10129,54.057551905140784
10130,69.45604162082378
10131,59.279998773859184
10132,53.11381902178203
10133,74.06041608006703
10134,81.32517842287827
10135,86.75453838739573
10136,74.90815317451896
10137,53.20719671582818
10138,85.79533700859096
10139,64.30546981896497
10140,60.02843710516848
10141,63.91950813216036
10142,75.2558881828637
10143,59.360602578190445
10144,46.364966791623374
10145,52.479792742933114
10146,65.99388963632583
10147,58.58396695219043
10148,51.77405766226178
10149,63.073544380696305
10150,87.54223342720117
10151,69.35898667669677
10152,84.94100215967276
10153,64.2672431405051
10154,52.10260690880362
10155,68.7584574718028
10156,58.17305123216173
10157,59.58950710374404
10158,59.17859138371534
10159,54.20788373443484
10160,47.89414711184997
10161,68.65916421399046
10162,50.45964784822001
10163,53.149121093424895
10164,63.856327420476404
10165,82.08382915125172
10166,80.74182015085914
10167,60.92491531616563
10168,81.55343919385243
10169,56.00142013965527
10170,52.827527751277856
10171,52.827527751277856
10172,60.75615498836721
10173,63.957734810620224
10174,63.67407358559028
10175,58.622193630650315
10176,63.50859241213166
10177,54.43294081851202
10178,58.3285501047064
10179,60.95530658195618
10180,74.06041608006703
10181,58.622193630650315
10182,71.57111760038309
10183,52.10260690880362
10184,81.55343919385243
10185,57.942309192591345
10186,59.92435131256776
10187,85.88651207204536
10188,54.057551905140784
10189,66.40480535635454
10190,84.1564457769048
10191,50.11191283987527
10192,74.47133180009574
10193,82.90174091649928
10194,80.74182015085914
10195,66.78639022555072
10196,54.405286913485526
10197,48.646769538412336
10198,48.12851900415373
10199,52.89948431563695
10200,52.827527751277856
10201,52.827527751277856
10202,53.392080596188514
10203,71.32187575067908
10204,69.7386556412471
10205,58.360484060911986
10206,50.72581348246995
10207,74.47133180009574
10208,80.29267775237057
10209,54.46846762516948
10210,89.64678400905984
10211,75.7071392083535
10212,68.65916421399046
10213,80.29267775237057
10214,64.12321598407885
10215,58.8308563753706
10216,69.0068992223352
10217,63.32633857724554
10218,52.36260238173027
10219,60.696893951493095
10220,49.26417574542336
10221,58.27445862230557
10222,59.02743738925422
10223,62.69791459588047
10224,86.54166671289906
10225,62.76258984286823
10226,53.22785685634256
10227,47.560438894420024
10228,58.55272019671206
10229,53.49685610176964
10230,80.29267775237057
10231,74.06041608006703
10232,61.60384988322766
10233,53.27915328018727
10234,84.94100215967276
10235,59.90630926691407
10236,55.07461526397731
10237,61.9515848915724
10238,47.95889477390636
10239,81.48814985516724
10240,64.11918092544592
10241,85.00629149835795
10242,56.00142013965527
10243,56.38902507801908
10244,64.87165431538816
10245,69.45604162082378
10246,53.02698009918178
10247,92.22107959215748
10248,51.8293993693839
10249,74.16182347021086
10250,75.7071392083535
10251,56.450562538143856
10252,57.26156748943968
10253,81.48814985516724
10254,54.057551905140784
10255,54.50474349053384
10256,60.78708783354192
10257,69.01125166835203
10258,56.27008736677396
10259,59.02743738925422
10260,53.01241163163819
10261,81.48814985516724
10262,46.01723178327863
10263,74.44008504461736
10264,60.22790260906111
10265,54.057551905140784
10266,59.36852333495838
10267,81.48814985516724
10268,85.34619461010239
10269,80.3940851425144
10270,84.1564457769048
10271,56.08547378152573
10272,56.33537670545914
10273,69.0068992223352
10274,48.646769538412336
10275,51.4184836493552
10276,48.0603021640502
10277,77.49555888152888
10278,63.771445917101175
10279,53.55807448452692
10280,57.942309192591345
10281,81.49025848216846
10282,58.17305123216173
10283,82.48871656946935
10284,62.101363732723854
10285,58.17305123216173
10286,53.556983882447426
10287,60.901913288189846
10288,53.46155403012677
10289,68.56210926986346
10290,84.94100215967276
10291,55.7196967275273
10292,58.58396695219043
10293,55.454284228527634
10294,85.79533700859096
10295,55.454284228527634
10296,50.11191283987527
10297,63.771445917101175
10298,53.49380317076347
10299,52.89948431563695
10300,48.646769538412336
10301,70.61539567216181
10302,69.41781494236392
10303,54.42332895913921
10304,84.59326715132802
10305,69.45604162082378
10306,46.81410919011196
10307,82.48871656946935
10308,61.60384988322766
10309,55.454284228527634
10310,52.99573334370341
10311,59.0656640677141
10312,60.91427651184667
10313,89.64678400905984
10314,53.46155403012677
10315,85.79533700859096
10316,55.07461526397731
10317,47.56254752142125
10318,52.66410812196525
10319,86.75767704443321
10320,59.930931483267294
10321,89.20996263463663
10322,59.05800623587597
10323,80.74182015085914
10324,59.90630926691407
10325,53.27915328018727
10326,55.98253660783373
10327,80.3940851425144
10328,46.39690074782896
10329,57.47929995114605
10330,74.47133180009574
10331,64.5218106800422
10332,58.20498518836732
10333,76.25856352416703
10334,89.64678400905984
10335,65.1553155404181
10336,51.90428508845354
10337,68.65916421399046
10338,58.3285501047064
10339,58.3285501047064
10340,69.45604162082378
10341,61.35105568667843
10342,86.81982772608092
10343,74.88922744310594
10344,58.622193630650315
10345,68.9098442782082
10346,74.123596791751
10347,61.15470748473908
10348,46.77588251165207
10349,73.71268107172229
10350,52.91573001337621
10351,64.1637158152587
10352,75.28993076607051
10353,55.07461526397731
10354,64.30546981896497
10355,69.0068992223352
10356,83.80312638351111
10357,53.21033947618218
10358,68.9098442782082
10359,50.96790310442597
10360,57.41611923946209
10361,65.50305054876284
10362,48.91644073707862
10363,69.35898667669677
10364,65.28257003541687
10365,64.12321598407885
10366,61.34060437734919
10367,58.3285501047064
10368,50.45964784822001
10369,70.30588734227693
10370,74.16182347021086
10371,80.29267775237057
10372,58.17305123216173
10373,52.479792742933114
10374,65.05390815027427
10375,55.92446098543044
10376,75.2558881828637
10377,52.450341917148364
10378,89.20996263463663
10379,84.59326715132802
10380,80.74182015085914
10381,64.97306170553199
10382,55.13779597566126
10383,64.08498930561898
10384,59.433812673643565
10385,57.60526616502403
10386,56.27008736677396
10387,54.68927527356012
10388,79.94494274402582
10389,47.97346324144995
10390,64.2672431405051
10391,59.90630926691407
10392,53.392080596188514
10393,81.48814985516724
10394,75.2558881828637
10395,53.02698009918178
10396,80.3940851425144
10397,78.28222389129806
10398,89.64678400905984
10399,54.5742169244721
10400,63.67003852695734
10401,84.94100215967276
10402,65.64615462798109
10403,85.34619461010239
10404,82.90174091649928
10405,84.1564457769048
10406,74.47133180009574
10407,54.46846762516948
10408,60.57563761740585
10409,63.856327420476404
10410,57.95300117336877
10411,58.55272019671206
10412,51.4184836493552
10413,61.50244249308382
10414,56.450562538143856
10415,49.26417574542336
10416,89.20996263463663
10417,61.10178136971072
10418,47.451297435615686
10419,63.50859241213166
10420,58.55272019671206
10421,55.485530984006004
10422,56.38902507801908
10423,59.627733782203926
10424,90.05980835608977
10425,60.57512814954639
10426,81.1404148468225
10427,71.20293803943399
10428,74.16182347021086
10429,80.29267775237057
10430,58.17305123216173
10431,69.85674494378836
10432,85.79533700859096
10433,84.94100215967276
10434,72.42893189988477
10435,69.39092063290236
10436,87.54223342720117
10437,69.35898667669677
10438,56.41233585968397
10439,61.7711097202025
10440,74.5095584785556
10441,54.50474349053384
10442,58.27445862230557
10443,46.81410919011196
10444,58.72887920977111
10445,57.641236453990004
10446,56.450562538143856
10447,53.969957594810445
10448,59.58950710374404
10449,59.00186259520064
10450,70.2044799521331
10451,85.34619461010239
10452,84.99845960175765
10453,85.34619461010239
10454,74.91026180152018
10455,54.02510848107573
10456,84.59326715132802
10457,55.07461526397731
10458,54.771063967483954
10459,63.67407358559028
10460,58.17305123216173
10461,63.76658793506731
10462,53.717163398261214
10463,54.5742169244721
10464,58.99482552419202
10465,58.23623194384569
10466,61.534376449289404
10467,65.05390815027427
10468,54.95388588902242
10469,53.149121093424895
10470,80.74182015085914
10471,63.737254297274234
10472,60.2859782314644
10473,54.405286913485526
10474,55.07461526397731
10475,63.67407358559028
10476,64.29917709671068
10477,58.3285501047064
10478,82.49082519647057
10479,74.5095584785556
10480,80.94550945832793
10481,52.01342654725788
10482,59.139794929799805
10483,74.06041608006703
10484,48.40803717239494
10485,59.433812673643565
10486,69.0068992223352
10487,51.07074864101046
10488,60.2720863209125
10489,57.15775280982339
10490,56.272195993775185
10491,55.88862673851387
10492,53.95526082923763
10493,56.272195993775185
10494,61.514805716740646
10495,85.00629149835795
10496,58.72887920977111
10497,89.20996263463663
10498,64.0537425501406
10499,59.55857425856933
10500,64.87165431538816
10501,85.44760200024622
10502,82.48871656946935
10503,55.57845404463702
10504,54.5742169244721
10505,59.02627430234651
10506,67.85569044944944
10507,86.75767704443321
10508,61.24340375637281
10509,90.40754336443452
10510,59.90630926691407
10511,79.94494274402582
10512,59.78154768198831
10513,57.82531622381699
10514,59.55857425856933
10515,61.91335821311252
10516,70.85520303108925
10517,57.82531622381699
10518,57.503858774880186
10519,82.60765428071444
10520,48.369810493935056
10521,58.23623194384569
10522,68.9098442782082
10523,64.26901648349296
10524,74.5095584785556
10525,81.70416018670139
10526,53.986507584716
10527,89.20996263463663
10528,53.700286396144165
10529,59.81977436044819
10530,63.32633857724554
10531,53.149121093424895
10532,53.556983882447426
10533,60.57563761740585
10534,80.74182015085914
10535,55.86519994855633
10536,58.71792905936936
10537,82.1409815611246
10538,52.15707928500277
10539,54.78495587803585
10540,58.699330877676836
10541,48.369810493935056
10542,55.7196967275273
10543,52.61395575215185
10544,61.42548333885899
10545,86.66843632074446
10546,53.01241163163819
10547,74.65535897796973
10548,81.49025848216846
10549,63.52268677918488
10550,70.20237132513188
10551,89.99451901740458
10552,63.32633857724554
10553,53.29807901160027
10554,52.827527751277856
10555,89.64678400905984
10556,58.65014344685344
10557,60.685110667942425
10558,53.46155403012677
10559,72.87886339822028
10560,64.30546981896497
10561,48.40803717239494
10562,54.53599024601221
10563,81.48814985516724
10564,82.48871656946935
10565,84.1564457769048
10566,60.22790260906111
10567,61.15470748473908
10568,57.19689224245192
10569,63.856327420476404
10570,56.450562538143856
10571,58.61369996925997
10572,82.1409815611246
10573,66.86533575099601
10574,69.35898667669677
10575,80.3940851425144
10576,59.17839582615954
10577,81.48814985516724
10578,85.3540265067027
10579,58.87006393926625
10580,51.45041760556079
10581,85.44760200024622
10582,89.99451901740458
10583,56.27008736677396
10584,46.81410919011196
10585,51.9160440085558
10586,54.771063967483954
10587,78.34540460298203
10588,79.94494274402582
10589,80.3940851425144
10590,58.72887920977111
10591,49.21965621538819
10592,59.867198902694874
10593,65.17073723451817
10594,60.57563761740585
10595,59.279998773859184
10596,63.771445917101175
10597,54.53599024601221
10598,61.42337471185776
10599,59.36852333495838
10600,63.32633857724554
10601,80.29267775237057
10602,64.70617314192953
10603,58.3285501047064
10604,85.88651207204536
10605,74.123596791751
10606,75.12416350605311
10607,84.59326715132802
10608,54.226481916127355
10609,63.77548097573411
10610,51.867626047843785
10611,70.23641390833869
10612,46.81410919011196
10613,60.75404636136598
10614,86.19393170455432
10615,49.26417574542336
10616,70.10531638100487
10617,59.81977436044819
10618,64.64691210505542
10619,65.8983259181413
10620,59.90630926691407
10621,63.32633857724554
10622,54.057551905140784
10623,59.139794929799805
10624,80.3940851425144
10625,85.44760200024622
10626,74.47133180009574
10627,70.30588734227693
10628,80.74182015085914
10629,50.461756475221236
10630,55.07461526397731
10631,56.746837089794695
10632,80.74182015085914
10633,46.364966791623374
10634,86.37869528061009
10635,82.48871656946935
10636,56.450562538143856
10637,53.01241163163819
10638,69.35898667669677
10639,60.27057581995929
10640,49.675091465452056
10641,74.5095584785556
10642,59.627733782203926
10643,54.226481916127355
10644,54.405286913485526
10645,54.057551905140784
10646,54.5742169244721
10647,86.99291773838885
10648,52.551749307292205
10649,63.32633857724554
10650,61.36622230198488
10651,91.80805524512755
10652,56.450562538143856
10653,56.450562538143856
10654,54.46846762516948
10655,60.2720863209125
10656,59.90630926691407
10657,69.0068992223352
10658,46.364966791623374
10659,61.73498199482012
10660,64.865510629754
10661,89.20996263463663
10662,84.53611474145514
10663,57.76497235218563
10664,63.67407358559028
10665,84.99845960175765
10666,46.364966791623374
10667,61.28158225274017
10668,83.96400851088625
10669,56.39910208144995
10670,84.59326715132802
10671,57.648143267941734
10672,69.3526939544425
10673,54.405286913485526
10674,83.01066670191335
10675,52.551749307292205
10676,69.83571058537412
10677,84.94100215967276
10678,63.856327420476404
10679,52.89948431563695
10680,69.32075999823691
10681,49.26417574542336
10682,66.64465562244939
10683,56.33537670545914
10684,48.80663186835827
10685,58.27445862230557
10686,58.55272019671206
10687,84.99845960175765
10688,55.07461526397731
10689,73.71268107172229
10690,59.28279862366342
10691,74.123596791751
10692,85.19480780369699
10693,80.29267775237057
10694,68.65916421399046
10695,56.99762454223684
10696,57.82531622381699
10697,68.65916421399046
10698,91.80805524512755
10699,63.77548097573411
10700,80.3940851425144
10701,61.86353465921047
10702,54.226481916127355
10703,59.90630926691407
10704,60.64291376206231
10705,84.61916315173995
10706,53.11381902178203
10707,84.94100215967276
10708,50.11191283987527
10709,47.451297435615686
10710,57.5945741842466
10711,52.827527751277856
10712,54.726880255632565
10713,53.645814019945014
10714,54.72331785676693
10715,66.40480535635454
10716,79.94494274402582
10717,87.9552577742311
10718,56.673013438093676
10719,58.61652166922552
10720,69.10830661247904
10721,58.23623194384569
10722,61.452618939181775
10723,63.50859241213166
10724,81.14252347382372
10725,56.65186495832551
10726,59.867198902694874
10727,64.08498930561898
10728,78.28011526429684
10729,74.5095584785556
10730,81.1404148468225
10731,84.53611474145514
10732,59.48752993814455
10733,64.87165431538816
10734,64.12321598407885
10735,60.31722498694277
10736,53.60752582089289
10737,55.485530984006004
10738,52.827527751277856
10739,80.3940851425144
10740,58.61652166922552
10741,85.79533700859096
10742,64.30546981896497
10743,58.57806217882137
10744,68.9098442782082
10745,84.1564457769048
10746,61.565623204767775
10747,84.59326715132802
10748,48.338563738456685
10749,48.0603021640502
10750,59.37063196195961
10751,64.50288494862919
10752,59.55857425856933
10753,63.856327420476404
10754,70.00746593663732
10755,63.957734810620224
10756,64.30546981896497
10757,57.19689224245192
10758,47.51447814729964
10759,63.073544380696305
10760,85.34619461010239
10761,52.827527751277856
10762,63.67407358559028
10763,59.37063196195961
10764,61.42337471185776
10765,52.89948431563695
10766,70.20237132513188
10767,56.102827529799114
10768,69.35898667669677
10769,86.39238853349488
10770,54.771063967483954
10771,86.75453838739573
10772,54.5742169244721
10773,54.125074525983514
10774,54.53599024601221
10775,59.02289695361487
10776,55.18408831451388
10777,48.80663186835827
10778,53.149121093424895
10779,70.55656740649466
10780,61.50244249308382
10781,64.70617314192953
10782,54.60615088067768
10783,75.2558881828637
10784,56.746837089794695
10785,58.17305123216173
10786,74.06041608006703
10787,64.23599638502671
10788,72.01590755285484
10789,90.40754336443452
10790,57.98081509636166
10791,54.057551905140784
10792,58.58396695219043
10793,83.59525298078927
10794,54.018441540921586
10795,81.12148911540947
10796,55.07461526397731
10797,55.07461526397731
10798,59.51946389435013
10799,84.99845960175765
10800,81.67291343122301
10801,52.664676623293445
10802,46.364966791623374
10803,80.3940851425144
10804,60.075069594712495
10805,80.29267775237057
10806,69.45604162082378
10807,82.48871656946935
10808,56.0137833633121
10809,47.61115976556162
10810,69.01125166835203
10811,60.95530658195618
